PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;54;8;28079054_8_8;2019;09;26;00073;V;00050;V;00049;V;00024;V;00023;V;00024;V;00038;V;00058;V;00064;V;00058;V;00043;N;00436;N;00117;N;00040;N;00025;V;00023;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2019;09;26;00087;V;00051;V;00050;V;00026;V;00025;V;00026;V;00041;V;00085;V;00117;V;00111;V;00070;N;00681;N;00534;N;00047;N;00028;V;00025;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2019;09;26;11.44;V;21.53;V;16.49;V;33.31;V;36.35;V;33.45;V;21.67;V;07.60;V;06.55;V;13.88;V;25.43;V;31.09;V;37.19;N;72.65;N;78.57;V;85.67;V;96.72;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2019;09;26;00004;V;00003;V;00001;V;00001;V;00002;V;00005;V;00015;V;00046;V;00051;V;00044;V;00024;V;00012;V;00014;V;00012;V;00008;V;00006;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2019;09;26;00054;V;00050;V;00044;V;00028;V;00028;V;00039;V;00050;V;00060;V;00059;V;00045;V;00038;V;00028;V;00038;V;00036;V;00029;V;00024;V;00022;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2019;09;26;00006;V;00006;V;00019;V;00008;V;00012;V;00001;V;00013;V;00015;V;00020;V;00009;V;00013;V;00029;V;00028;V;00031;V;00042;V;00036;V;00035;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2019;09;26;00060;V;00054;V;00046;V;00029;V;00031;V;00046;V;00073;V;00130;V;00138;V;00112;V;00075;V;00047;V;00060;V;00054;V;00042;V;00034;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2019;09;26;001.2;V;000.9;V;000.6;V;000.6;V;000.6;V;000.7;V;000.7;V;000.7;V;000.8;V;000.8;V;000.9;V;000.8;V;001.6;V;002.0;V;002.0;V;001.4;V;001.7;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2019;09;26;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.2;V;000.1;V;000.2;V;000.2;V;000.3;V;000.3;V;000.1;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2019;09;26;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2019;09;26;01.68;V;01.65;V;01.71;V;01.65;V;01.66;V;01.70;V;01.74;V;01.68;V;01.71;V;01.61;V;01.67;V;01.57;V;01.57;V;01.59;V;01.69;V;01.70;V;01.63;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2019;09;26;01.51;V;01.50;V;01.56;V;01.52;V;01.52;V;01.55;V;01.58;V;01.52;V;01.54;V;01.47;V;01.52;V;01.42;V;01.42;V;01.43;V;01.56;V;01.57;V;01.49;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2019;09;26;00.17;V;00.16;V;00.15;V;00.13;V;00.14;V;00.15;V;00.16;V;00.17;V;00.16;V;00.15;V;00.16;V;00.15;V;00.15;V;00.15;V;00.14;V;00.13;V;00.15;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;6;28079056_6_48;2019;09;26;000.4;V;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.3;V;000.3;V;000.4;V;000.5;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2019;09;26;00038;V;00017;V;00008;V;00002;V;00002;V;00005;V;00037;V;00039;V;00073;V;00082;V;00051;V;00030;V;00029;V;00034;V;00027;V;00013;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2019;09;26;00080;V;00069;V;00059;V;00043;V;00029;V;00033;V;00053;V;00058;V;00065;V;00071;V;00061;V;00052;V;00056;V;00056;V;00060;V;00037;V;00033;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;9;28079056_9_47;2019;09;26;00014;V;00011;V;00009;V;00006;V;00006;V;00006;V;00005;V;00006;V;00009;V;00013;V;00014;V;00009;V;00013;V;00010;V;00008;V;00010;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;10;28079056_10_47;2019;09;26;00023;V;00017;V;00014;V;00010;V;00010;V;00010;V;00008;V;00012;V;00015;V;00022;V;00025;V;00018;V;00022;V;00020;V;00020;V;00019;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2019;09;26;00139;V;00095;V;00071;V;00047;V;00032;V;00041;V;00109;V;00118;V;00176;V;00197;V;00140;V;00099;V;00100;V;00108;V;00101;V;00056;V;00048;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2019;09;26;04.14;V;04.51;V;07.77;V;18.14;V;24.70;V;21.78;V;10.81;V;05.41;V;05.36;V;09.17;V;22.35;V;36.21;V;44.57;V;49.29;V;58.61;V;82.54;V;91.50;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2019;09;26;00006;V;00006;V;00005;V;00006;V;00006;V;00006;V;00006;V;00007;V;00007;V;00007;V;00007;V;00006;V;00005;V;00004;V;00004;V;00004;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2019;09;26;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2019;09;26;00001;V;00001;V;00001;V;00001;V;00003;V;00001;V;00002;V;00006;V;00023;V;00033;V;00015;V;00007;V;00006;V;00012;V;00012;V;00009;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2019;09;26;00014;V;00010;V;00010;V;00011;V;00012;V;00011;V;00020;V;00038;V;00056;V;00056;V;00032;V;00020;V;00020;V;00036;V;00040;V;00035;V;00025;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2019;09;26;00010;V;00009;V;00007;V;00009;V;00009;V;00008;V;00008;V;00011;V;00016;V;00017;V;00015;V;00013;V;00011;V;00011;V;00013;V;00012;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2019;09;26;00015;V;00011;V;00011;V;00012;V;00017;V;00012;V;00024;V;00048;V;00092;V;00106;V;00054;V;00031;V;00030;V;00054;V;00058;V;00048;V;00033;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2019;09;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00016;V;00018;V;00011;V;00008;V;00003;V;00003;V;00004;V;00006;V;00005;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2019;09;26;00028;V;00024;V;00022;V;00021;V;00020;V;00020;V;00022;V;00027;V;00024;V;00018;V;00022;V;00014;V;00015;V;00023;V;00031;V;00030;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2019;09;26;00029;V;00026;V;00023;V;00022;V;00022;V;00022;V;00029;V;00051;V;00051;V;00035;V;00035;V;00019;V;00020;V;00030;V;00040;V;00038;V;00019;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2019;09;26;20.07;V;19.96;V;15.44;V;13.13;V;11.13;V;10.40;V;06.82;V;03.64;V;04.41;V;12.20;V;34.34;V;59.86;V;66.49;V;71.42;V;71.82;V;80.45;V;97.48;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2019;09;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00011;V;00010;V;00008;V;00009;V;00007;V;00012;V;00008;V;00006;V;00004;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2019;09;26;00018;V;00016;V;00012;V;00009;V;00010;V;00017;V;00022;V;00032;V;00041;V;00025;V;00020;V;00023;V;00021;V;00034;V;00030;V;00024;V;00020;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2019;09;26;00020;V;00018;V;00014;V;00010;V;00011;V;00018;V;00023;V;00037;V;00057;V;00040;V;00033;V;00037;V;00032;V;00053;V;00043;V;00033;V;00025;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2019;09;26;44.53;V;43.53;V;44.06;V;44.84;V;41.29;V;32.92;V;24.54;V;13.84;V;07.37;V;19.95;V;31.94;V;42.95;V;53.17;V;51.84;V;61.98;V;72.94;V;83.21;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2019;09;26;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00012;V;00057;V;00017;V;00013;V;00007;V;00006;V;00009;V;00009;V;00007;V;00001;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2019;09;26;00020;V;00015;V;00017;V;00017;V;00013;V;00016;V;00021;V;00039;V;00039;V;00032;V;00027;V;00021;V;00022;V;00026;V;00025;V;00027;V;00020;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2019;09;26;00007;V;00006;V;00006;V;00007;V;00005;V;00005;V;00006;V;00010;V;00018;V;00015;V;00013;V;00011;V;00009;V;00015;V;00013;V;00013;V;00007;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2019;09;26;00022;V;00016;V;00018;V;00018;V;00014;V;00017;V;00023;V;00058;V;00126;V;00059;V;00047;V;00032;V;00031;V;00040;V;00038;V;00037;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2019;09;26;60.85;V;61.21;V;55.19;V;54.17;V;55.09;V;49.74;V;43.91;V;19.77;V;07.24;V;23.23;V;36.68;V;51.66;V;56.95;V;63.95;V;76.35;V;82.19;V;98.26;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
